"It has been a refreshment to many nice consciences to know that our
Chief Magistrate would not regard with eyes of approval the (by many
esteemed) sinful pastime of dancing, and I own myself to be so far of
that mind, that I could not but set my face against this Mexican Polka,
though danced to the Presidential piping with a Gubernatorial second. If
ever the country should be seized with another such mania _de propaganda
fide_, I think it would be wise to fill our bombshells with alternate
copies of the Cambridge Platform and the Thirty-nine Articles, which
would produce a mixture of the highest explosive power, and to wrap
every one of our cannon-balls in a leaf of the New Testament, the
reading of which is denied to those who sit in the darkness of Popery.
Those iron evangelists would thus be able to disseminate vital religion
and Gospel truth in quarters inaccessible to the ordinary missionary. I
have seen lads, unimpregnate with the more sublimated punctiliousness of
Walton, secure pickerel, taking their unwary _siesta_ beneath the
lily-pads too nigh the surface, with a gun and small shot. Why not,
then, since gunpowder was unknown to the apostles (not to enter here
upon the question whether it were discovered before that period by the
Chinese), suit our metaphor to the age in which we live, and say
_shooters_ as well as _fishers_ of men?
"	Wilbur
"I do much fear that we shall be seized now and then with a Protestant
fervour, as long as we have neighbour Naboths whose wallowings in
Papistical mire excite our horror in exact proportion to the size and
desirableness of their vineyards. Yet I rejoice that some earnest
Protestants have been made by this war,--I mean those who protested
against it. Fewer they were than I could wish, for one might imagine
America to have been colonized by a tribe of those nondescript African
animals the Aye-Ayes, so difficult a word is _No_ to us all. There is
some malformation or defect of the vocal organs, which either prevents
our uttering it at all, or gives it so thick a pronunciation as to be
unintelligible. A mouth filled with the national pudding, or watering in
expectation thereof, is wholly incompetent to this refractory
monosyllable. An abject and herpetic Public Opinion is the Pope, the
Anti-Christ, for us to protest against _e corde cordium_. And by what
College of Cardinals is this our God's-vicar, our binder and looser,
elected? Very like, by the sacred conclave of Tag, Rag, and Bobtail, the
gracious atmosphere of the grog-shop. Yet it is of this that we must all
be puppets. This thumps the pulpit-cushion, this guides the editor's
pen, this wags the senator's tongue. This decides what Scriptures are
canonical, and shuffles Christ away into the Apocrypha. According to
that sentence fathered upon Solon, {Houto demosion kakon erchetai oikad'
hekasto}. This unclean spirit is skilful to assume various shapes. I
have known it to enter my own study and nudge my elbow of a Saturday,
under the semblance of a wealthy member of my congregation. It were a
great blessing, if every particular of what in the sum we call popular
sentiment could carry about the name of its manufacturer stamped legibly
upon it. I gave a stab under the fifth rib to that pestilent
fallacy,--""Our country, right or wrong,""--by tracing its original to a
speech of Ensign Cilley at a dinner of the Bungtown Fencibles.--H. W.]
"	Wilbur
"FOOTNOTES:
"	Narrator
"[5] In relation to this expression, I cannot but think that Mr. Biglow
has been too hasty in attributing it to me. Though Time be a
comparatively innocent personage to swear by, and though Longinus in his
discourse {Peri Hypsous} has commended timely oaths as not only a useful
but sublime figure of speech, yet I have always kept my lips free from
that abomination. _Odi profanum vulgus_, I hate your swearing and
hectoring fellows.--H. W.
"	Wilbur
"[6] i hait the Site of a feller with a muskit as I du pizn But their
_is_ fun to a cornwallis I aint agoin' to deny it.--H. B.
"	Biglow
"[7] he means Not quite so fur i guess.--H. B.
"	Biglow
"[8] the ignerant creeter means Sekketary; but he ollers stuck to his
books like cobbler's wax to an ile-stone.--H. B.
"	Biglow
"[9] it must be aloud that thare 's a streak o' nater in lovin' sho, but
it sartinly is 1 of the curusest things in nater to see a rispecktable
dri goods dealer (deekon off a chutch mayby) a riggin' himself out in
the Weigh they du and struttin' round in the Reign aspilin' his trowsis
and makin' wet goods of himself. Ef any thin 's foolisher and moor
dicklus than militerry gloary it is milishy gloary.--H. B.
"	Biglow
"[10] these fellers are verry proppilly called Rank Heroes, and the more
tha kill the ranker and more Herowick tha bekum.--H. B.
"	Biglow
"[11] it wuz ""tumblebug"" as he Writ it, but the parson put the Latten
instid. i sed tother maid better meeter, but he said tha was eddykated
peepl to Boston and tha would n't stan' it no how. idnow as tha _wood_
and idnow _as_ tha wood.--H. B.
"	Biglow
"[12] he means human beins, that 's wut he means. i spose he kinder
thought tha wuz human beans ware the Xisle Poles comes from.--H. B.
"	Biglow
"No. III.
"	Narrator
"WHAT MR. ROBINSON THINKS.
"	Narrator
"[A few remarks on the following verses will not be out of place. The
satire in them was not meant to have any personal, but only a general,
application. Of the gentleman upon whose letter they were intended as a
commentary Mr. Biglow had never heard, till he saw the letter itself.
The position of the satirist is oftentimes one which he would not have
chosen had the election been left to himself. In attacking bad
principles, he is obliged to select some individual who has made himself
their exponent, and in whom they are impersonate, to the end that what
he says may not, through ambiguity, be dissipated _tenues in auras_. For
what says Seneca? _Longum iter per praecepta, breve et efficace per
exempla._ A bad principle is comparatively harmless while it continues
to be an abstraction, nor can the general mind comprehend it fully till
it is printed in that large type which all men can read at sight,
namely, the life and character, the sayings and doings, of particular
persons. It is one of the cunningest fetches of Satan, that he never
exposes himself directly to our arrows, but, still dodging behind this
neighbour or that acquaintance, compels us to wound him through them, if
at all. He holds our affections as hostages, the while he patches up a
truce with our conscience.
"	Wilbur
"Meanwhile, let us not forget that the aim of the true satirist is not to
be severe upon persons, but only upon falsehood: and, as Truth and
Falsehood start from the same point, and sometimes even go along
together for a little way, his business is to follow the path of the
latter after it diverges, and to show her floundering in the bog at the
end of it. Truth is quite beyond the reach of satire. There is so brave
a simplicity in her, that she can no more be made ridiculous than an oak
or a pine. The danger of the satirist is, that continual use may deaden
his sensibility to the force of language. He becomes more and more
liable to strike harder than he knows or intends. He may be careful to
put on his boxing-gloves, and yet forget, that, the older they grow, the
more plainly may the knuckles inside be felt. Moreover, in the heat of
contest, the eye is insensibly drawn to the crown of victory, whose
tawdry tinsel glitters through that dust of the ring which obscures
Truth's wreath of simple leaves. I have sometimes thought that my young
friend, Mr. Biglow, needed a monitory hand laid on his arm,--_aliquid
sufflaminandus erat_. I have never thought it good husbandry to water
the tender plants of reform with _aqua fortis_, yet, where so much is to
do in the beds, he were a sorry gardener who should wage a whole day's
war with an iron scuffle on those ill weeds that make the garden-walks
of life unsightly, when a sprinkle of Attic salt will wither them up.
_Est ars etiam maledicendi_, says Scaliger, and truly it is a hard thing
to say where the graceful gentleness of the lamb merges in downright
sheepishness. We may conclude with worthy and wise Dr. Fuller, that ""one
may be a lamb in private wrongs, but in hearing general affronts to
goodness they are asses which are not lions.""--H. W.]
"	Wilbur
"    Guvener B. is a sensible man;
      He stays to his home an' looks arter his folks;
    He draws his furrer ez straight ez he can,
      An' into nobody's tater-patch pokes;--
                But John P.
                Robinson he
        Sez he wunt vote fer Guvener B.
"	Biglow
"    My! aint it terrible? Wut shall we du?
      We can't never choose him, o' course,--thet 's flat;
    Guess we shall hev to come round, (don't you?)
      An' go in fer thunder an' guns, an' all that;
                Fer John P.
                Robinson he
        Sez he wunt vote fer Guvener B.
"	Biglow
"    Gineral C. is a dreffle smart man:
      He 's ben on all sides thet give places or pelf;
    But consistency still wuz a part of his plan,--
      He 's ben true to _one_ party,--an' thet is himself;--
                So John P.
                Robinson he
        Sez he shall vote fer Gineral C.
"	Biglow
"    Gineral C. he goes in fer the war;
      He don't vally principle more 'n an old cud;
    Wut did God make us raytional creeturs fer,
      But glory an' gunpowder, plunder an' blood?
                So John P.
                Robinson he
        Sez he shall vote fer Gineral C.
"	Biglow
"    We were gittin' on nicely up here to our village,
      With good old idees o' wut 's right an' wut aint,
    We kind o' thought Christ went agin war an' pillage,
      An' thet eppyletts worn't the best mark of a saint;
                But John P.
                Robinson he
        Sez this kind o' thing 's an exploded idee.
"	Biglow
"    The side of our country must ollers be took,
      An' Presidunt Polk, you know, _he_ is our country;
    An' the angel thet writes all our sins in a book
      Puts the _debit_ to him, an' to us the _per contry_;
                An' John P.
                Robinson he
        Sez this is his view o' the thing to a T.
"	Biglow
"    Parson Wilbur he calls all these argimunts lies;
      Sez they 're nothin' on airth but jest _fee, faw, fum_;
    An' thet all this big talk of our destinies
      Is half on it ignorance, an' t'other half rum;
                But John P.
                Robinson he
        Sez it aint no sech thing; an', of course, so must we.
"	Biglow
"    Parson Wilbur sez _he_ never heerd in his life
      Thet th' Apostles rigged out in their swaller-tail coats
    An' marched round in front of a drum an' a fife,
      To git some on 'em office, an' some on 'em votes;
                But John P.
                Robinson he
        Sez they did n't know everythin' down in Judee.
"	Biglow
"    Wal, it 's a marcy we 've gut folks to tell us
      The rights an' the wrongs o' these matters, I vow,--
    God sends country lawyers, an' other wise fellers,
      To drive the world's team wen it gits in a slough;
                Fer John P.
                Robinson he
        Sez the world 'll go right, ef he hollers out Gee!
"	Biglow
"[The attentive reader will doubtless have perceived in the foregoing
poem an allusion to that pernicious sentiment,--""Our country, right or
wrong."" It is an abuse of language to call a certain portion of land
much more certain personages elevated for the time being to high
station, our country. I would not sever nor loosen a single one of those
ties by which we are united to the spot of our birth, nor minish by a
tittle the respect due to the Magistrate. I love our own Bay State too
well to do the one, and as for the other, I have myself for nigh forty
years exercised, however unworthily, the function of Justice of the
Peace, having been called thereto by the unsolicited kindness of that
most excellent man and upright patriot, Caleb Strong. _Patriae fumus igne
alieno luculentior_ is best qualified with this,--_Ubi libertas, ibi
patria_. We are inhabitants of two worlds, and owe a double, but not a
divided, allegiance. In virtue of our clay, this little ball of earth
exacts a certain loyalty of us; while, in our capacity as spirits, we
are admitted citizens of an invisible and holier fatherland. There is a
patriotism of the soul whose claim absolves us from our other and
terrene fealty. Our true country is that ideal realm which we represent
to ourselves under the names of religion, duty, and the like. Our
terrestrial organizations are but far-off approaches to so fair a model,
and all they are verily traitors who resist not any attempt to divert
them from this their original intendment. When, therefore, one would
have us to fling up our caps and shout with the multitude,--""_Our
country, however bounded!_"" he demands of us that we sacrifice the
larger to the less, the higher to the lower, and that we yield to the
imaginary claims of a few acres of soil our duty and privilege as
liegemen of Truth. Our true country is bounded on the north and the
south, on the east and the west, by Justice, and when she oversteps that
invisible boundary-line by so much as a hair's-breadth, she ceases to be
our mother, and chooses rather to be looked upon _quasi noverca_. That
is a hard choice, when our earthly love of country calls upon us to
tread one path and our duty points us to another. We must make as noble
and becoming an election as did Penelope between Icarius and Ulysses.
Veiling our faces, we must take silently the hand of Duty to follow her.
"	Wilbur
"Shortly after the publication of the foregoing poem, there appeared some
comments upon it in one of the public prints which seemed to call for
some animadversion. I accordingly addressed to Mr. Buckingham, of the
_Boston Courier_, the following letter.
"	Wilbur
"                                        ""JAALAM, November 4, 1847.""
"	Narrator
"""_To the Editor of the Courier:_""
"	Wilbur
"""RESPECTED SIR,--Calling at the post-office this morning, our worthy and
efficient postmaster offered for my perusal a paragraph in the Boston
Morning Post of the 3d instant, wherein certain effusions of the
pastoral muse are attributed to the pen of Mr. James Russell Lowell. For
ought I know or can affirm to the contrary, this Mr. Lowell may be a
very deserving person and a youth of parts (though I have seen verses of
his which I could never rightly understand); and if he be such, he, I am
certain, as well as I, would be free from any proclivity to appropriate
to himself whatever of credit (or discredit) may honestly belong to
another. I am confident, that, in penning these few lines, I am only
forestalling a disclaimer from that young gentleman, whose silence
hitherto, when rumour pointed to himward, has excited in my bosom
mingled emotions of sorrow and surprise. Well may my young parishioner,
Mr. Biglow, exclaim with the poet,""
"	Wilbur
"    ""'Sic vos non vobis' &c.;""
"	Wilbur
"though, in saying this, I would not convey the impression that he is a
proficient in the Latin tongue,--the tongue, I might add, of a Horace
and a Tully.
"	Wilbur
"""Mr. B. does not employ his pen, I can safely say, for any lucre of
worldly gain, or to be exalted by the carnal plaudits of men, _digito
monstrari_, &c. He does not wait upon Providence for mercies, and in his
heart mean _merces_. But I should esteem myself as verily deficient in
my duty (who am his friend and in some unworthy sort his spiritual
_fidus Achates_, &c.), if I did not step forward to claim for him
whatever measure of applause might be assigned to him by the judicious.""
"	Wilbur
"""If this were a fitting occasion, I might venture here a brief
dissertation touching the manner and kind of my young friend's poetry.
But I dubitate whether this abstruser sort of speculation (though
enlivened by some apposite instances from Aristophanes) would
sufficiently interest your oppidan readers. As regards their satirical
tone, and their plainness of speech, I will only say, that, in my
pastoral experience, I have found that the Arch-Enemy loves nothing
better than to be treated as a religious, moral, and intellectual being,
and that there is no _apage Sathanas_! so potent as ridicule. But it is
a kind of weapon that must have a button of good-nature on the point of
it.""
"	Wilbur
"""The productions of Mr. B. have been stigmatized in some quarters as
unpatriotic; but I can vouch that he loves his native soil with that
hearty, though discriminating, attachment which springs from an intimate
social intercourse of many years' standing. In the ploughing season, no
one has a deeper share in the well-being of the country than he. If Dean
Swift were right in saying that he who makes two blades of grass grow
where one grew before confers a greater benefit on the state than he who
taketh a city, Mr. B. might exhibit a fairer claim to the Presidency
than General Scott himself. I think that some of those disinterested
lovers of the hard-handed democracy, whose fingers have never touched
anything rougher than the dollars of our common country, would hesitate
to compare palms with him. It would do your heart good, respected Sir,
to see that young man now. He cuts a cleaner and wider swarth than any
in this town.""
"	Wilbur
"""But it is time for me to be at my Post. It is very clear that my young
friend's shot has struck the lintel, for the Post is shaken (Amos ix.
1). The editor of that paper is a strenuous advocate of the Mexican war,
and a colonel, as I am given to understand. I presume, that, being
necessarily absent in Mexico, he has left his journal in some less
judicious hands. At any rate, the Post has been too swift on this
occasion. It could hardly have cited a more incontrovertible line from
any poem than that which it has selected for animadversion, namely,--""
"	Wilbur
"    ""'We kind o' thought Christ went agin war an' pillage.'""
"	Biglow
"""If the Post maintains the converse of this proposition, it can hardly
be considered as a safe guide-post for the moral and religious portions
of its party, however many other excellent qualities of a post it may be
blessed with. There is a sign in London on which is painted,--'The Green
Man.' It would do very well as a portrait of any individual who would
support so unscriptural a thesis. As regards the language of the line in
question, I am bold to say that He who readeth the hearts of men will
not account any dialect unseemly which conveys a sound and pious
sentiment. I could wish that such sentiments were more common, however
uncouthly expressed. Saint Ambrose affirms, that _veritas a quocunque_
(why not, then _quomodocunque_?) _dicatur, a spiritu sancto est_. Digest
also this of Baxter:--'The plainest words are the most profitable
oratory in weightiest matters.'""
"	Wilbur
"""When the paragraph in question was shown to Mr. Biglow, the only part
of it which seemed to give him any dissatisfaction was that which
classed him with the Whig party. He says, that, if resolutions are a
nourishing kind of diet, that party must be in a very hearty and
flourishing condition; for that they have quietly eaten more good ones
of their own baking than he could have conceived to be possible without
repletion. He has been for some years past (I regret to say) an ardent
opponent of those sound doctrines of protective policy which form so
prominent a portion of the creed of that party. I confess, that, in some
discussions which I have had with him on this point in my study, he has
displayed a vein of obstinacy which I had not hitherto detected in his
composition. He is also (_horresco referens_) infected in no small
measure with the peculiar notions of a print called the Liberator,
whose heresies I take every proper opportunity of combating, and of
which, I thank God, I have never read a single line.""
"	Wilbur
"""I did not see Mr. B.'s verses until they appeared in print, and there
_is_ certainly one thing in them which I consider highly improper. I
allude to the personal references to myself by name. To confer notoriety
on an humble individual who is labouring quietly in his vocation, and
who keeps his cloth as free as he can from the dust of the political
arena (though _vae mihi si non evangelizavero_), is no doubt an
indecorum. The sentiments which he attributes to me I will not deny to
be mine. They were embodied, though in a different form, in a discourse
preached upon the last day of public fasting, and were acceptable to my
entire people (of whatever political views), except the postmaster, who
dissented _ex officio_. I observe that you sometimes devote a portion of
your paper to a religious summary. I should be well pleased to furnish a
copy of my discourse for insertion in this department of your
instructive journal. By omitting the advertisements, it might easily be
got within the limits of a single number, and I venture to insure you
the sale of some scores of copies in this town. I will cheerfully render
myself responsible for ten. It might possibly be advantageous to issue
it as an _extra_. But perhaps you will not esteem it an object, and I
will not press it. My offer does not spring from any weak desire of
seeing my name in print; for I can enjoy this satisfaction at any time
by turning to the Triennial Catalogue of the University, where it also
possesses that added emphasis of Italics with which those of my calling
are distinguished.""
"	Wilbur
"""I would simply add, that I continue to fit ingenuous youth for college,
and that I have two spacious and airy sleeping apartments at this moment
unoccupied. _Ingenuas didicisse_, &c. Terms, which vary according to the
circumstances of the parents, may be known on application to me by
letter, post paid. In all cases the lad will be expected to fetch his
own towels. This rule, Mrs. W. desires me to add, has no exceptions.""
"	Wilbur
"                       ""Respectfully, your obedient servant,""
"	Wilbur
"                                               ""HOMER WILBUR, A.M.""
"	Wilbur
"""P.S. Perhaps the last paragraph may look like an attempt to obtain the
insertion of my circular gratuitously. If it should appear to you in
that light, I desire that you would erase it, or charge for it at the
usual rates, and deduct the amount from the proceeds in your hands from
the sale of my discourse, when it shall be printed. My circular is much
longer and more explicit, and will be forwarded without charge to any
who may desire it. It has been very neatly executed on a letter sheet,
by a very deserving printer, who attends upon my ministry, and is a
creditable specimen of the typographic art. I have one hung over my
mantelpiece in a neat frame, where it makes a beautiful and appropriate
ornament, and balances the profile of Mrs. W., cut with her toes by the
young lady born without arms.                               H. W.""
"	Wilbur
"I have in the foregoing letter mentioned General Scott in connexion with
the Presidency, because I have been given to understand that he has
blown to pieces and otherwise caused to be destroyed more Mexicans than
any other commander. His claim would therefore be deservedly considered
the strongest. Until accurate returns of the Mexican killed, wounded,
and maimed be obtained, it would be difficult to settle these nice
points of precedence. Should it prove that any other officer has been
more meritorious and destructive than General. S., and has thereby
rendered himself more worthy of the confidence and support of the
conservative portion of our community, I shall cheerfully insert his
name, instead of that of General S., in a future edition. It may be
thought, likewise, that General S. has invalidated his claims by too
much attention to the decencies of apparel, and the habits belonging to
a gentleman. These abstruser points of statesmanship are beyond my
scope. I wonder not that successful military achievement should attract
the admiration of the multitude. Rather do I rejoice with wonder to
behold how rapidly this sentiment is losing its hold upon the popular
mind. It is related of Thomas Warton, the second of that honoured name
who held the office of Poetry Professor at Oxford, that, when one wished
to find him, being absconded, as was his wont, in some obscure alehouse,
he was counselled to traverse the city with a drum and fife, the sound
of which inspiring music would be sure to draw the Doctor from his
retirement into the street. We are all more or less bitten with this
martial insanity. _Nescio qua dulcedine ... cunctos ducit._ I confess to
some infection of that itch myself. When I see a Brigadier-General
maintaining his insecure elevation in the saddle under the severe fire
of the training-field, and when I remember that some military
enthusiasts, through haste, inexperience, or an over-desire to lend
reality to those fictitious combats, will sometimes discharge their
ramrods, I cannot but admire, while I deplore, the mistaken devotion of
those heroic officers. _Semel insanivimus omnes._ I was myself, during
the late war with Great Britain, chaplain of a regiment, which was
fortunately never called to active military duty. I mention this
circumstance with regret rather than pride. Had I been summoned to
actual warfare, I trust that I might have been strengthened to bear
myself after the manner of that reverend father in our New England
Israel, Dr. Benjamin Colman, who, as we are told in Turell's life of
him, when the vessel in which he had taken passage for England was
attacked by a French privateer, ""fought like a philosopher and a
Christian, ... and prayed all the while he charged and fired."" As this
note is already long, I shall not here enter upon a discussion of the
question, whether Christians may lawfully be soldiers. I think it
sufficiently evident, that, during the first two centuries of the
Christian era, at least, the two professions were esteemed incompatible.
Consult Jortin on this head.--H. W.]
"	Wilbur
"No. IV.
"	Narrator
" REMARKS OF INCREASE D. O'PHACE, ESQUIRE, AT AN EX-TRUMPERY
   CAUCUS IN STATE STREET, REPORTED BY MR. H. BIGLOW.
"	Narrator
"[The ingenious reader will at once understand that no such speech as the
following was ever _totidem verbis_ pronounced. But there are simpler
and less guarded wits, for the satisfying of which such an explanation
may be needful. For there are certain invisible lines, which as Truth
successively overpasses, she becomes Untruth to one and another of us,
as a large river, flowing from one kingdom into another, sometimes takes
a new name, albeit the waters undergo no change, how small soever. There
is, moreover, a truth of fiction more veracious than the truth of fact,
as that of the Poet, which represents to us things and events as they
ought to be, rather than servilely copies them as they are imperfectly
imaged in the crooked and smoky glass of our mundane affairs. It is this
which makes the speech of Antonius, though originally spoken in no wider
a forum than the brain of Shakspeare, more historically valuable than
that other which Appian has reported, by as much as the understanding of
the Englishman was more comprehensive than that of the Alexandrian. Mr.
Biglow, in the present instance, has only made use of a licence assumed
by all the historians of antiquity, who put into the mouths of various
characters such words as seem to them most fitting to the occasion and
to the speaker. If it be objected that no such oration could ever have
been delivered, I answer, that there are few assemblages for
speech-making which do not better deserve the title of _Parliamentum
Indoctorum_ than did the sixth Parliament of Henry the Fourth, and that
men still continue to have as much faith in the Oracle of Fools as ever
Pantagruel had. Howell, in his letters, recounts a merry tale of a
certain ambassador of Queen Elizabeth, who, having written two letters,
one to her Majesty and the other to his wife, directed them at
cross-purposes, so that the Queen was beducked and bedeared and
requested to send a change of hose, and the wife was beprincessed and
otherwise unwontedly besuperlatived, till the one feared for the wits of
her ambassador, the other for those of her husband. In like manner it
may be presumed that our speaker has misdirected some of his thoughts,
and given to the whole theatre what he would have wished to confide only
to a select auditory at the back of the curtain. For it is seldom that
we can get any frank utterance from men, who address, for the most part,
a Buncombe either in this world or the next. As for their audiences, it
may be truly said of our people, that they enjoy one political
institution in common with the ancient Athenians: I mean a certain
profitless kind of _ostracism_, wherewith, nevertheless, they seem
hitherto well enough content. For in Presidential elections, and other
affairs of the sort, whereas I observe that the _oysters_ fall to the
lot of comparatively few, the _shells_ (such as the privileges of voting
as they are told to do by the _ostrivori_ aforesaid, and of huzzaing at
public meetings) are very liberally distributed among the people, as
being their prescriptive and quite sufficient portion.
"	Wilbur
"The occasion of the speech is supposed to be Mr. Palfrey's refusal to
vote for the Whig candidate for the Speakership.--H. W.]
"	Wilbur
"    No? Hez he? He haint, though? Wut? Voted agin him?
    Ef the bird of our country could ketch him, she 'd skin him;
    I seem 's though I see her, with wrath in each quill,
    Like a chancery lawyer, afilin' her bill,
    An' grindin' her talents ez sharp ez all nater,
    To pounce like a writ on the back o' the traiter.
    Forgive me, my friends, ef I seem to be het,
    But a crisis like this must with vigour be met;
    Wen an Arnold the star-spangled banner bestains,
    Holl Fourth o' Julys seem to bile in my veins.
"	Biglow
"    Who ever 'd ha' thought sech a pisonous rig
    Would be run by a chap thet wuz chose fer a Wig?
    ""We knowed wut his principles wuz 'fore we sent him""?
    What wuz ther in them from this vote to pervent him?
    A marciful Providunce fashioned us holler
    O' purpose thet we might our principles swaller;
    It can hold any quantity on 'em, the belly can,
    An' bring 'em up ready fer use like the pelican,
    Or more like the kangaroo, who (wich is stranger)
    Puts her family into her pouch wen there 's danger.
    Aint principle precious? then, who 's goin' to use it
    Wen there 's risk o' some chaps gittin' up to abuse it?
    I can't tell the wy on 't, but nothin' is _so_ sure
    Ez thet principle kind o' gits spiled by exposure;[13]
    A man thet lets all sorts o' folks git a sight on 't
    Ough' to hev it all took right away, every mite on 't;
    Ef he can't keep it all to himself when it 's wise to,
    He aint one it 's fit to trust nothin' so nice to.
"	Biglow
"    Besides, ther 's a wonderful power in latitude
    To shift a man's morril relations an' attitude;
    Some flossifers think thet a fakkilty 's granted
    The minnit it 's proved to be thoroughly wanted,
    Thet a change o' demand makes a change o' condition
    An' thet everythin' 's nothin' except by position;
    Ez, fer instance, thet rubber-trees fust begun bearin'
    Wen p'litickle conshunces come into wearin',--
    Thet the fears of a monkey, whose holt chanced to fail,
    Drawed the vertibry out to a prehensile tail;
    So, wen one 's chose to Congriss, ez soon ez he 's in it,
    A collar grows right round his neck in a minnit,
    An' sartin it is thet a man cannot be strict
    In bein' himself, when he gets to the Deestrict,
    Fer a coat thet sets wal here in ole Massachusetts,
    Wen it gits on to Washinton, somehow askew sets.
"	Biglow
"    Resolves, do you say, o' the Springfield Convention?
    Thet 's percisely the pint I was goin' to mention;
    Resolves air a thing we most gen'ally keep ill,
    They 're a cheap kind o' dust fer the eyes o' the people;
    A parcel o' delligits jest git together
    An' chat fer a spell o' the crops an' the weather,
    Then, comin' to order, they squabble awile
    An' let off the speeches they 're ferful 'll spile;
    Then--Resolve,--Thet we wunt hev an inch o' slave territory;
    That President Polk's holl perceedins air very tory;
    Thet the war 's a damned war, an' them thet enlist in it
    Should hev a cravat with a dreffle tight twist in it;
    Thet the war is a war fer the spreadin' o' slavery;
    Thet our army desarves our best thanks fer their bravery;
    Thet we 're the original friends o' the nation,
    All the rest air a paltry an' base fabrication;
    Thet we highly respect Messrs. A, B, an' C,
    An' ez deeply despise Messrs. E, F, an' G.
    In this way they go to the eend o' the chapter,
    An' then they bust out in a kind of a raptur
    About their own vartoo, an' folks's stone-blindness
    To the men thet 'ould actilly do 'em a kindness,--
    The American eagle, the Pilgrims thet landed,
    Till on ole Plymouth Rock they git finally stranded.
    Wal, the people they listen and say, ""Thet 's the ticket!
    Ez for Mexico, t'aint no glory to lick it,
    But 't would be a darned shame to go pullin' o' triggers
    To extend the aree of abusin' the niggers.""
"	Biglow
"    So they march in percessions, an' git up hooraws,
    An' tramp thru the mud fer the good o' the cause,
    An' think they 're kind o' fulfillin' the prophecies,
    Wen they 're on'y jest changin' the holders of offices;
    Ware A sot afore, B is comf'tably seated,
    One humbug 's victor'ous, an' t'other defeated.
    Each honnable doughface gits jest wut he axes,
    An' the people--their annooal soft sodder an' taxes.
"	Biglow
"    Now, to keep unimpaired all these glorious feeturs
    Thet characterize morril an' reasonin' creeturs,
    Thet give every paytriot all he can cram,
    Thet oust the untrustworthy Presidunt Flam,
    An' stick honest Presidunt Sham in his place,
    To the manifest gain o' the holl human race,
    An' to some indervidgewals on 't in partickler,
    Who love Public Opinion an' know how to tickle her,--
    I say thet a party with great aims like these
    Must stick jest ez close ez a hive full o' bees.
"	Biglow
"    I 'm willin' a man should go tollable strong
    Agin wrong in the abstract, fer that kind o' wrong
    Is ollers unpop'lar an' never gits pitied,
    Because it 's a crime no one never committed;
    But he mus' n't be hard on partickler sins,
    Coz then he 'll be kickin' the people's own shins;
    On'y look at the Demmercrats, see wut they 've done
    Jest simply by stickin' together like fun;
    They 've sucked us right into a mis'able war
    Thet no one on airth aint responsible for;
    They 've run us a hundred cool millions in debt,
    (An' fer Demmercrat Horners ther 's good plums left yet);
    They talk agin tayriffs, but act fer a high one,
    An' so coax all parties to build up their Zion;
    To the people they 're ollers ez slick ez molasses,
    An' butter their bread on both sides with The Masses,
    Half o' whom they 've persuaded, by way of a joke,
    Thet Washinton's mantelpiece fell upon Polk.
"	Biglow
"    Now all o' these blessins the Wigs might enjoy,
    Ef they 'd gumption enough the right means to imploy;[14]
    Fer the silver spoon born in Dermocracy's mouth
    Is a kind of a scringe thet they hev to the South;
    Their masters can cuss 'em an' kick 'em an' wale 'em,
    An' they notice it less 'an the ass did to Balaam;
    In this way they screw into second-rate offices
    Wich the slaveholder thinks 'ould substract too much off his ease;
    The file-leaders, I mean, du, fer they, by their wiles,
    Unlike the old viper, grow fat on their files.
    Wal, the Wigs hev been tryin' to grab all this prey frum 'em
    An' to hook this nice spoon o' good fortin' away frum 'em,
    An' they might ha' succeeded, ez likely ez not,
    In lickin' the Demmercrats all round the lot,
    Ef it warn't thet, wile all faithful Wigs were their knees on,
    Some stuffy old codger would holler out,--""Treason!
    You must keep a sharp eye on a dog thet hez bit you once,
    An' _I_ aint agoin' to cheat my constitoounts,""--
    Wen every fool knows thet a man represents
    Not the fellers thet sent him, but them on the fence,--
    Impartially ready to jump either side
    An' make the fust use of a turn o' the tide,--
    The waiters on Providunce here in the city,
    Who compose wut they call a State Centerl Committy.
    Constitoounts air hendy to help a man in,
    But arterwards don't weigh the heft of a pin.
    Wy, the people can't all live on Uncle Sam's pus,
    So they 've nothin' to du with 't fer better or wus;
    It 's the folks thet air kind o' brought up to depend on 't
    That hev any consarn in 't, an' thet is the end on 't.
"	Biglow
